"Data Source","World Development Indicators",

"Last Updated Date","2015-11-12",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Malawi","MWI","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5104492708.92189","5550126755.4635","5143137173.97323","5641601814.10439","5063891535.98144","5911020713.10251","6343511272.72159","6584083805.87123","6840550569.53129","7048659141.20162","7159751495.33797","6803556447.33464","6919216907.39437","7299773836.9938","7653932415.21389","7871287121.899","8033593463.97083","8796095432.37364","9529594046.77026","10390672466.3052","11069532758.1244","11550780162.6473","11768604718.8889","12380572162.8373","13086264776.3473","",
"Malaysia","MYS","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","185010166772.411","202670247213.832","220677733635.492","242513678036.737","264854141881.924","290886872962.488","319983417338.374","343414980488.092","318141645639.48","337667938674.8","367581495991.374","369484374615.955","389403234120.265","411943837520.591","439887791236.071","463343220340.305","489220230600.269","520035165639.072","545162068216.424","536910031312.586","576780811828.754","606699879623.891","640945704915.554","671287560677.255","711785703982.518","",
"North America","NAC","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10120018197306.7","10094721157085.2","10430646800522.3","10715872848107.7","11152995304407.9","11456465884312.8","11871366479669","12401797655016","12950538071288.5","13560506218900.2","14126837067275.3","14273089211462.2","14539773094971.1","14937312522640.6","15494835739203.5","16010814928586.9","16437283128966.4","16732741152560","16704005903922.4","16241165122621.8","16663502623019.5","16949017184406.4","17336479459167.8","17717929651833.1","18143204797490.1","",
"Namibia","NAM","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8091990362.75839","8752750919.74702","9382016181.86732","9233823553.25744","9393557567.79014","9759813720.63676","10071281022.2784","10496299184.8615","10841793844.5408","11207084079.9062","11598456001.8684","11735079883.5353","12297033095.3846","12818402010.9373","14391162008.6179","14755152272.7116","15798810070.8135","16844232265.1202","17242079465.2746","17340461924.2698","18374608951.5959","19325473730.8192","20324145893.0498","21362745709.3546","22318934088.2207","",
"New Caledonia","NCL","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7165510656.43485","7344949608.91948","6866320036.65646","6965843079.93695","7244794564.2919","7433576222.78774","7687737114.39585","7899454751.7521","8722756663.75422","8673145258.46075","8550896465.0998","9158381275.36573","9433052306.30259","9933004078.37751","9942937082.5389","10390369251.1897","10993010667.9179","11338913487.1794","12426051457.8366","12337494571.0586","13370049076.8363","13679084420.6116","15295085393.182","15995960548.8582","17099805275.1708","",
"Nigeria","NGA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","289764560510.884","287974248468.147","289223265804.596","295269124746.948","297955374983.979","297039254663.667","311872520371.028","320611988153.309","329318656121.044","330880408931.07","348476938056.296","363848482985.796","377618867985.563","416718222527.213","557301344581.464","576498519048.468","623834609859.568","666432522053.348","708219598550.843","757330491735.703","816703229268.353","856618673550.592","893275762114.417","941462775527.185","1000866424115.25","",
"Nicaragua","NIC","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12516179174.4021","12492309268.2845","12540463013.1331","12491412435.0804","12908327298.5392","13671455706.2554","14538809537.3727","15115513367.3995","15676553072.7574","16779550719.2909","17467779119.313","17984972727.0266","18120568439.9359","18577339576.809","19564199533.2482","20402016482.5031","21249122331.2346","22372726789.6698","23010732298.5914","22375817838.1869","23089897040.0814","24528765814.3522","25787532093.3588","26950688279.0152","28218118771.5772","",
"Netherlands","NLD","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","486432960471.868","498297669305.606","506798996334.657","513172283096.628","528367741086.66","544831825915.664","561464295210.381","584059663080.865","609691825210.908","637320452769.705","665217973351.27","676021207398.043","675794084165.22","677590446194.021","690175553373.709","705721486007.495","732689106640.42","763462477259.665","779326774011.184","753623994830.016","761691568696.611","774363217659.84","762084074191.496","756555059308.778","763166694934.62","",
"High income: nonOECD","NOC","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5556065615238.01","5592408046018.87","5344951079197.12","5260303216411.68","5101362469035.82","5101616234279.54","5168111325707.97","5383284302980.83","5362008593721.94","5491180267040.41","5850652037393.67","5970738985792.66","6056738784645.78","6414133056584.2","6954247427266.48","7424178887406.28","7993344763941.62","8579019544696.68","8972264269325.65","8651028891547.05","9124824454016.49","9648018829041.04","9985310823494.5","10223264220094.3","10396972000607.2","",
"Norway","NOR","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","183638585894.764","189303238047.593","196069847028.838","201648494236.765","211842740154.459","220642582876.104","231736481894.427","243983024504.227","250386107429.698","255427149844.575","263614318164.905","269111541447.332","272980581769.388","275491571500.974","286398387597.911","293915544886.99","300955093959.704","309772374110.041","310962848055.289","305917372395.83","307758794420.623","310740299177.242","319281831514.542","321651400743.943","328839463510.174","",
"Nepal","NPL","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22460809734.4256","23891147880.1099","24872215556.4101","25829758552.3852","27951932214.8617","28921431534.2213","30462447593.7009","32000378541.6591","32965634594.0893","34420267374.7943","36554323947.7626","38308844733.333","38354917592.3182","39868033576.9544","41734895411.0866","43186927981.927","44640001747.3208","46162922314.0009","48981002138.8187","51201349523.8087","53667418823.386","55503825716.8332","58197135727.6762","60398047481.0039","63705401979.6771","",
"New Zealand","NZL","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79986494137.2794","79116014315.5222","79997111706.7187","85126121671.0831","89472246761.5644","93582050495.8894","96971387794.8532","98887939514.7765","99483890817.6225","104970922006.034","107871931546.923","111571189262.929","117021461138.964","122441328157.059","127114426124.591","131450014081.765","135082831552.644","139080105138.139","136833765276.54","136489820375.613","138457288167.166","141528822308.14","144611054454.686","148190060153.179","","",
"High income: OECD","OEC","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26949607863889.7","27277032584181.3","27842389430233.8","28203746457765.3","29118019664562.2","29959453002907.1","30840946410576.6","31897947170869.7","32770424367135.2","33916874712037.9","35261144394890.7","35810865200540","36392856527191.9","37147497564184.8","38319079272914.8","39326048344378.9","40505875523750.5","41565195462740","41673392167124.3","40264627497774.1","41384484186636","42055847044803.1","42540882564909.9","43109978721965.7","43862325890660.1","",
"OECD members","OED","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28599591365235.7","28976783785874.4","29612111047971.1","30067336938429.7","31008003893542.9","31825783570960.1","32827074395577.9","34026821597382.1","34980737010564.3","36138029689397.5","37611332247761.2","38104923378485.9","38736746852546.4","39556389003599.4","40875390344158.8","42010799639076.9","43344353248162.5","44509742232572.3","44650642837836.2","43100483825999.8","44409850424399.5","45260448756280.9","45849308863401.1","46501855055015","47336925170399.1","",
"Oman","OMN","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63491702280.4509","67348238123.1451","73014840507.6189","77427098314.293","80427997898.0703","84446839911.9406","87019039991.913","92269344479.15","94707412407.0293","94589211027.4617","99698326864.9769","104167258601.268","103020829950.899","100271235475.854","101566852707.925","104096332882.098","109688458981.444","114572550746.322","123967151393.21","131544586200.688","137862478064.293","136358363675.009","146013432911.262","151726621876.086","","",
"Other small states","OSS","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67078547762.8711","70585067512.1556","72431033886.6227","74306826082.8329","76812575129.4786","80551027307.9969","84700324453.124","91707718422.3207","94844060569.6309","96070202847.4763","99689583823.6825","105543391710.388","109963926934.498","115151191528.586","124890164859.193","131374857880.644","134955373896.777","146174586346.792","153426687481.101","149884048891.783","157312353823.232","165527623345.384","172147256902.042","178390590234.786","183728992894.078","",
"Pakistan","PAK","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","328953143452.581","345603329684.144","372235169144.304","378778124257.487","392934636789.223","412434447022.617","432423417739.022","436809903659.016","447949579623.189","464345128862.27","484126640026.305","493724373363.039","509644170039.388","534343162150.301","573716619351.051","617705218216.351","655864217731.327","687560936960.628","699259136320.384","719059767225.284","730612842689.226","750693024684.963","777020159769.126","811276743184.885","855181511236.301","",
"Panama","PAN","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18557970501.6456","20305946979.4548","21971375776.687","23170077640.6098","23830459085.2252","24247892142.9295","24929399534.2328","26540085682.1467","28488526537.8168","29604480928.5266","30408353178.3405","30582980117.505","31264640252.1608","32579557036.0382","35030217480.9134","37549338181.9017","40751456053.7795","45687541798.8057","49866537568.8497","51848315997.6873","54882414013.5469","60793356943.5673","67022915855.4341","72620866710.9589","77095550225.1877","",
"Peru","PER","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114949942278.097","117500979335.757","116865875820.807","122993828015.233","138132066619.664","148369911227.152","152522959493.144","162401569672.394","161765426090.075","164183597823.079","168607214679.244","169648922466.855","178901175348.809","186352141950.77","195591999767.063","207885293542.091","223536596537.45","242578431743.998","264757737272.036","267535661152.666","290144422691.091","308865167543.699","327243714752.645","346136903791.822","354273562825.023","",
"Philippines","PHL","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","248421429896.965","246984722686.794","247818550594.715","253063152372.195","264166610313.703","276526152956.234","292691521975.619","307868637739.823","306093090990.744","315526655884.349","329445207189.109","338979326483.167","351338167446.152","368800952295.304","393501899212.423","412302095671.424","433918900933.804","462629876187.425","481841771428.005","487374907008.677","524572646173.04","543770720548.51","580754365171.103","622459043844.428","660403349306.092","",
"Palau","PLW","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","245776245.992376","230046565.043767","201750733.754393","216478527.075138","240074780.825179","265042585.748231","271138569.588918","276561205.407269","261627039.202721","247226776.462109","260237951.951593","278779363.360268","265729645.526358","284449914.305751","291521902.126302","286136697.528376","286297847.978037","272907727.186205","243589680.25566","247948045.792488","268571560.181311","280841917.063688","275129363.503286","297007583.037185","",
"Papua New Guinea","PNG","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6680584536.54496","7318373120.52276","8331900827.31292","9848497260.02443","10433705716.5213","10088094549.163","10868277100.3482","10443937218.1036","10050293386.0913","10236781991.646","9981390482.79595","9969284178.29171","9953442950.05745","10168845660.8538","10445557788.631","11108307125.4775","11363183472.4337","12175851359.899","12980791818.9572","13778004849.6085","14835374636.6275","16418209555.3196","17746039336.5822","18728710649.0005","","",
"Poland","POL","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","384450954299.654","357479494611.557","366470027494.489","380169814311.739","400291450071.561","428119137783.436","454829134533.853","487059602942.003","511323129460.474","534456403415.583","557223195441.234","563939415533.248","572079876443.057","592460410588.769","622887137884.86","644981304791.041","684970145688.085","733988724852.204","762367902263.01","782362322711.533","811386481427.129","850085359714.592","865564911029.577","880399481039.771","910068621060.159","",
"Puerto Rico","PRI","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89398437644.4813","90161650521.0136","93821613858.4013","97435554355.2363","101316415948.669","105445252511.504","108496256392.795","111919872478.857","119469630932.662","121938308150.618","123782567145.197","135974471720.56","138385663002.035","140036487053.33","142502413697.865","143312681168.627","142037815704.817","137314061530.999","134844044733.146","131660223766.556","128220560543.109","125796598245.822","122308888721.51","121602747285.265","","",
"Korea, Dem. Rep.","PRK","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","202474901395.818","211319427645.842","213621699277.758","209256891135.792","211275871634.041","220324367500.305","228028469880.363","238121424745.064","249531683381.313","259234050595.471","269052390117.474","274281059160.163","276389630479.434","273807608853.023","278767859546.564","280905468207.036","285267974608.54","292376811493.982","292959505944.542","284234847255.45","289631543351.796","284340550259.7","272886558554.69","268507231742.125","270899979479.855","",
"Paraguay","PRY","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25436138176.7842","26324787857.6406","26771368932.7558","28092899923.5297","29586857834.4097","31605512284.2379","32102916501.9227","33464886317.7391","33487654195.2671","33030188982.992","32265822175.3373","31996706533.9344","31989858606.8284","33372060396.3309","34726104772.5917","35466981414.1533","37171921863.8843","39187243129.5966","41679205776.947","40026335228.2801","45266984771.214","47232661525.6067","46647463724.8769","53282880115.4932","55600754214.0933","",
"Pacific island small states","PSS","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6791653685.50354","6747730307.02404","7088269913.77926","7255674447.10235","7611813905.36363","7905003711.09984","8200354557.56039","8089881126.80699","8241291861.42393","8686362962.17235","8591613118.36662","8718417292.68281","8924047927.96791","9088248427.33727","9492404940.95738","9663341629.95583","9875122795.11574","9965617378.60149","10132024873.1969","9950058018.59209","10244436340.267","10643288602.9822","10854788143.7017","11081045815.2844","11443097548.8987","",
"French Polynesia","PYF","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66634824496.9247","68852246469.6956","73763792998.8778","76338202653.0627","91009262626.6983","97828339181.922","123430406395.175","145629632301.082","171352244763.437","191841777284.523","223934940939.502","255552315250.751","268596472078.094","285351520006.326","302909199032.316","",
"Romania","ROU","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","265644901726.167","231376698844.507","210922048512.467","214109787534.625","222610424927.044","238549120037.831","248112320317.363","232970585142.525","221813481778.035","219151711133.195","223753900860.84","236463052583.14","248364879334.625","261166312555.984","284997595250.288","297220196913.174","323126708168.668","343353486561.375","370346930203.998","345167895556.361","341924504785.516","349819269917.65","351056505105.642","363343206492.426","369725549690.868","",
"Russian Federation","RUS","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2869323643370.5","2724510616426.22","2328609968778.7","2126753474240.29","1859425752240.15","1782379918012.55","1718214240959.55","1742269240321.98","1649928970606.15","1755524424725.15","1931076867184.45","2029406996755.27","2125675365544.77","2280761543767.42","2444427833344.53","2600289123739.68","2812301928542.09","3052334153873.15","3212519231898.23","2961271796319.15","3094639353033.81","3226600239092.72","3336483620398.49","3381219113207.6","3402875340283.45","",
"Rwanda","RWA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6173438434.63168","6018214754.74544","6371647971.24431","5854990670.14118","2912971029.22303","3939038225.52421","4441096053.66882","5056176864.73566","5504086862.07436","5921356996.34711","6413937213.59927","6969958493.20551","7911636818.63661","8026461202.83583","8584010532.13986","9177337461.49055","10024889312.301","10788069485.6552","11992283427.5307","12743958372.1409","13675881900.4076","14749703249.8507","16045959021.6784","16797633966.2886","17967332221.932","",
"South Asia","SAS","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2104040943395.9","2146092866377.76","2270440262080.63","2368109428176.34","2509978368669.26","2683129237554.52","2865803353777.3","2971585546953.01","3135242572196.9","3375554817288.88","3512982795429.11","3663151295755.56","3798609745772.19","4071381869239.57","4378901547154.56","4763290903579.58","5173085918189.72","5634335502835.67","5849137762637.13","6289107982377.49","6848775109431.03","7275115350321.19","7645142365902.52","8145303026095.91","8722898580830.23","",
"Saudi Arabia","SAU","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","578256548044.853","630899794156.604","660101372025.58","660273760363.929","664667775528.253","666003470573.192","688539785462.379","706391415799.224","726414258382.931","720977105025.244","756049323715.856","760189789608.814","761160575032.432","819459920274.663","895294431130.422","960257151888.884","1013808267972.3","1074558799222.58","1165113638371.54","1186425618565.74","1242921177800.51","1366703554588.84","1440293242118.96","1478747795506.51","1530026405465.42","",
"Sudan","SDN","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45183271418.9955","48576946553.1295","51772270762.458","54137615963.3279","54682363944.9984","57961715793.6489","61392542063.292","67879730096.8675","70804331053.6262","73002165235.0889","77634786109.1954","82681327018.1307","87995482370.8747","94801573661.7052","98483010083.8194","105859129653.614","116513118509.898","129937655364.961","140075343145.96","144616372483.574","149633599263.456","146689215136.548","143440484618.786","148185762909.704","152749231837.951","",
"Senegal","SEN","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13949808270.2908","14306341017.2442","14484118368.3632","14672524942.72","14669982391.6914","15456802919.4453","15767813128.8461","16260404864.6805","17219552897.3513","18314689427.3496","18898312481.9639","19764028381.4111","19893443969.009","21222968213.1119","22468920333.9286","23732259389.3621","24316445626.9734","25517309667.0141","26456990822.4485","27098090252.4505","28254161884.5234","28838075191.298","29833825833.8379","30878009738.0223","32087600140.6923","",
"Singapore","SGP","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104565126065.338","111557475742.612","119464224447.775","133247274872.992","147805147408.214","158192960936.629","170107950205.59","184211800587.601","180112664811.425","191090900050.202","208093297760.255","206111645957.82","214792422432.805","224319171202.766","245739802488.253","264143643235.588","287547288049.538","313747237262.25","319355846340.608","317428890533.636","365806250271.968","388513485699.699","401778739802.719","419630627599.986","431877083679.628","",
"Solomon Islands","SLB","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","559013424.570363","592577589.713447","667778336.651639","694332264.610427","758167922.356799","820516559.324775","833687325.67501","821684949.120169","836342710.851784","832306515.224281","713557324.401916","656625693.512172","638240157.534976","679725779.457377","713021269.551109","751675530.36168","803891798.578851","862736688.39363","923943500.846637","880260630.548225","940959502.648925","1062611217.02648","1112135401.37642","1145659464.62869","1162929436.60713","",
"Sierra Leone","SLE","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5391573793.08516","5518381486.82819","4469176601.49554","4530607640.70484","4442379297.24902","4086999913.45562","4158678592.5219","3914269640.90494","3984139913.00357","3905282405.88721","4165090217.48014","3867689459.54321","4883676428.08802","5341881751.09746","5684698972.24476","5930987668.11658","6258724148.25417","6763072265.92093","7128256306.08439","7355419982.40571","7748688145.15051","8210603813.15284","9459345670.43437","11362905990.4015","12156248834.6018","",
"El Salvador","SLV","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23803941311.673","24655268505.1605","26515098617.4329","28469135000.3883","30191622286.4545","32122850835.455","32670734672.8479","34058045964.2737","35334788843.2664","36553520492.4174","37340390763.8587","37978514292.1164","38867523993.8771","39761491920.4106","40497292476.6922","41940135885.5732","43580812462.8884","45254213323.704","45830854864.7791","44394952970.58","45000848037.8146","45998442862.0993","46863653084.9507","47649035888.9601","48602016606.7393","",
"San Marino","SMR","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54653343946.6754","55979318795.0292","60001339279.7745","61459645809.1893","53994396213.5246","58183934482.9263","61088891943.9057","65435848039.365","68325111673.5352","74506151825.7868","78634110758.7292","82490601869.8915","87348275501.2561","92035980923.7299","89168165811.9459","89689334202.5217","90946299490.0967","90022948642.7438","92338099517.378","90664211213.8781","",
"Sub-Saharan Africa (developing only)","SSA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1268259568814.66","1269130517420.9","1254679166371.44","1260252967223.09","1282382257602.59","1323066069571.14","1391265896254.63","1440011475531.08","1476233718058.89","1509276369765.59","1563557563766.33","1624043428214.91","1682347944523.14","1766114433022","1978896217484.95","2085498104603.81","2231680993123.34","2388808578992.07","2516615643158.09","2599133186983.22","2752086070513.13","2874926886738.18","2979762809987.82","3130267359003.51","3290716043122.84","",
"South Sudan","SSD","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34430460758.2414","36166490924.2166","38153086578.0268","36383176182.1165","19616899557.8339","22192722952.3877","30218771238.9955","",
"Sub-Saharan Africa (all income levels)","SSF","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1269612526709.78","1270506866038.41","1256264934510.71","1261964221811.12","1284180903997.53","1324973170438.64","1393759624091.91","1444644249649.8","1481769595806.94","1515895993662.5","1571141246650.45","1635469927037.41","1695736671602.45","1781080396411.13","1998988891585.82","2108856294270.19","2254119878219.78","2414151357324.45","2544812109888.76","2625212605253.99","2777973751174.17","2902158525256.06","3007927968684.88","3157342587740.37","3317112070043.8","",
"Small states","SST","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","129610295903.126","134350696222.273","136639043082.753","140362322491.652","144890698362.019","150570224215.209","156476245935.342","164448096953.482","169456944784.444","173286861543.705","178964027171.974","186496751892.548","194597978371.674","205549547703.847","220794480060.422","231416066442","239270721569.421","253862600869.46","262879583715.212","255702296425.512","263707377494.715","272862849169.333","281201898702.285","288530336680.057","296753965111.365","",
"Sao Tome and Principe","STP","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300690539.070006","310282366.756848","316456160.037825","337770764.84617","353133270.643883","358897651.744583","404272453.948219","412340662.676689","449758789.642663","467852054.157257","488958782.702971","513130212.407206","533655420.927078","555001637.744508","578454898.509155","",
"Suriname","SUR","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4321935262.35137","4442176250.29676","4433228456.43354","4111614518.51525","4245125833.35165","4291673148.59083","4346365255.8523","4595694143.90038","4667580049.51292","4626922737.47936","4623744632.98399","4834267305.61175","5042138112.41325","5345178405.23763","5839929826.68778","6106856370.67021","6341490184.45633","6665634682.08403","6941819024.4505","7151024529.29695","7519821585.27133","7915906315.7909","8154053293.63983","8388892674.57419","","",
"Slovak Republic","SVK","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60287366811.5145","61433589748.601","65245927237.3508","69058473130.271","73724850909.2355","78192827917.9988","81315972815.304","81151958733.2155","82136460034.0876","84866137857.7166","88867081120.6597","93676007352.1637","98586009606.3017","105031950596.136","113706774188.177","125851944025.375","132706773997.494","125686262709.924","131753533322.178","135316411018.984","137484231199.27","139443021996.666","142803122435.693","",
"Slovenia","SVN","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36296036901.4554","37572369017.0665","39493988356.7934","40791683971.3353","42943006573.0707","44727497812.8228","46046739520.3035","47813153953.268","49172201154.483","51312020333.7171","53366020329.212","56384481874.7295","60298384435.2622","62288293933.9646","57431475916.3481","58133184688.9222","58489425598.444","56945593261.1777","56376995520.4033","57863493339.1715","",
"Sweden","SWE","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","264478428500.552","261447573933.998","258418458922.301","253080532517.994","263425460596.824","274026499755.759","278185839372.169","286254572711.951","298353956981.288","311869850537.697","326637788702.162","331744469428.139","338623449572.747","346702134189.577","361681492223.344","371874874376.135","389308846639.355","402564612790.477","400322134717.62","379566789435.946","402298767877.682","413017649087.308","411835097137.607","417116308937.25","426620059916.146","",
"Swaziland","SWZ","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4179302572.52764","4252874026.87368","4390080560.98453","4526441446.19486","4635107329.91285","4858781464.10282","5045458458.89463","5202009211.60509","5337471594.8586","5494973702.58215","5591694795.58018","5656439789.52694","5756966302.57734","5885927759.90804","6057013103.09634","6206217280.98345","6411181433.24921","6635806922.45226","6793309030.17582","6878249176.92834","6993859952.24194","7086680489.68627","7275455750.81252","7494552810.32836","7679448657.12343","",
"Sint Maarten (Dutch part)","SXM","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1214600998.53945","","","","",
