Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Togo,5112873708,5077085255,4874982391,4139063460,4759195097,5132593564,5586120394,6389258015,6242312967,6397231658,6347110653,6243855458,6186277681,6492770479,6630356526,6708621715,6980482743,7140367482,7299274949,7555501154,7857394710,8241131320,8728387477
Thailand,3.60E+11,3.91E+11,4.23E+11,4.58E+11,4.99E+11,5.45E+11,5.77E+11,5.69E+11,5.09E+11,5.32E+11,5.57E+11,5.69E+11,6.00E+11,6.42E+11,6.83E+11,7.15E+11,7.51E+11,7.89E+11,8.09E+11,7.90E+11,8.51E+11,8.52E+11,9.07E+11
Tajikistan,19257428785,17890151342,12702007453,10618878230,8357057167,7320782079,6098211471,6201881066,6530580763,6772212251,7334305770,8082404958,8955304693,9940388210,10964248195,11698852824,12517772522,13494158779,14560197322,15113484821,16095861334,17286955073,18583476703
Turkmenistan,30639548316,29228516486,24854180686,25226993395,20862758793,19360631541,20657792428,18302803974,19602303115,22836683080,24085635921,25131878740,25196512994,26020143809,27321256979,30884048125,34271131131,38061278209,43654710954,46319156042,50579501724,58014358232,64455018811
Timor-Leste,,,,,,,,,,960090192.7,1128160071,1312804975,1225555185,1197148277,1203235472,1278310872,1205264537,1343240948,1533973047,1732821404,1895146595,2173128483,2343569932
Tonga,339923630.7,361729527,362641033,376196726.6,394827970.2,409483484.3,409525316.7,408986449.4,420106024.7,436413299.5,451119728.1,467368107.3,483333911.3,493757197.4,497530438.7,505377523.1,499939654.8,477086847.6,488805286.8,494180062.4,514766076.4,525159845.8,528032245.6
Trinidad & Tobago,16451760329,16892966967,16614702983,16373960930,16957205588,17627833073,18323545018,18819098738,20281186025,21171244227,22469880023,23389942515,25264321776,28910858412,31194816232,32993229313,37527398069,39311584289,40645240524,38860179489,38941099923,38317356469,38900421002
Tunisia,44866179184,46617999550,50256874178,51357413702,52989763602,54235907913,58111649629,61273471596,64204649051,68092005882,71299044084,74297192705,75572907445,79638427006,84110623655,87322955541,92258580126,98003300664,1.03E+11,1.06E+11,1.10E+11,1.09E+11,1.14E+11
Turkey,5.76E+11,5.80E+11,6.10E+11,6.56E+11,6.26E+11,6.75E+11,7.25E+11,7.79E+11,7.97E+11,7.71E+11,8.23E+11,7.76E+11,8.24E+11,8.67E+11,9.48E+11,1.03E+12,1.10E+12,1.15E+12,1.16E+12,1.10E+12,1.20E+12,1.31E+12,1.34E+12
Tuvalu,21333030.91,22102975.19,22719397.68,23653321.92,26085708.2,24780265.29,23303024.18,25634077.96,29607672.77,29144670.54,28861792.42,29333425.18,31646710.23,30591755.58,30178099.64,29037448.97,29658542.09,31542027.05,34060109.37,32550275.33,31661839.03,34338316.85,34398222.84
Tanzania,36451878699,37207157329,37424566984,37875832716,38469597664,39842928396,41653537207,43121940270,44721122426,46885795731,49199068982,52149944940,55885734165,59734152418,64410320105,69674791879,72922035021,79094434074,83497301399,87991415202,93586689056,1.01E+11,1.06E+11
Uganda,13444230588,14190935993,14676032832,15898002256,16916052411,18865330373,20576814760,21626232696,22687056824,24514260669,25284476024,26595137579,28917607372,30789518899,32885433296,34967924773,38739126077,41998026378,45655530298,48966033490,51497745362,56479238120,58970684087
Ukraine,5.44E+11,4.99E+11,4.50E+11,3.86E+11,2.98E+11,2.61E+11,2.35E+11,2.28E+11,2.24E+11,2.23E+11,2.37E+11,2.58E+11,2.72E+11,2.97E+11,3.33E+11,3.42E+11,3.67E+11,3.96E+11,4.05E+11,3.45E+11,3.60E+11,3.79E+11,3.79E+11
Upper middle income,8.64E+12,8.80E+12,9.18E+12,9.70E+12,1.02E+13,1.08E+13,1.14E+13,1.21E+13,1.25E+13,1.30E+13,1.37E+13,1.42E+13,1.50E+13,1.59E+13,1.71E+13,1.84E+13,2.00E+13,2.19E+13,2.33E+13,2.41E+13,2.61E+13,2.78E+13,2.93E+13
Uruguay,30604531170,31687566919,34200894302,35109798839,37666263599,37121007152,39191601255,42541575180,44463982205,43601731258,42760248090,41116488584,37937358718,38242862167,40156596315,43152331452,44920963140,47859472817,51293937821,53470593086,57643122516,60618737181,62633167495
United States,9.25E+12,9.24E+12,9.57E+12,9.84E+12,1.02E+13,1.05E+13,1.09E+13,1.14E+13,1.19E+13,1.25E+13,1.30E+13,1.31E+13,1.33E+13,1.37E+13,1.42E+13,1.47E+13,1.51E+13,1.54E+13,1.53E+13,1.49E+13,1.53E+13,1.55E+13,1.59E+13
Uzbekistan,62176114570,61870208084,54940744780,53677107647,50885898054,50427924968,51285199694,53952030077,56271967371,58691661969,60921945120,63480666820,66019893491,68792729017,74089769149,79276052993,85063204860,93144209323,1.02E+11,1.10E+11,1.20E+11,1.29E+11,1.40E+11
Saint Vincent & the Grenadines,615555371.5,619346320.8,665943276.4,666991894.7,646960421.7,653441397.1,662198533.1,750103677.2,788923038.1,823674876.3,816841621.4,830803597.9,883324073.4,951249850.6,990786498.7,1015437315,1093236134,1129404051,1147964422,1123867945,1086049008,1080828655,1093426394
Venezuela,2.87E+11,3.15E+11,3.34E+11,3.35E+11,3.27E+11,3.40E+11,3.39E+11,3.61E+11,3.62E+11,3.40E+11,3.53E+11,3.65E+11,3.33E+11,3.07E+11,3.63E+11,4.00E+11,4.40E+11,4.78E+11,5.04E+11,4.88E+11,4.80E+11,5.00E+11,5.28E+11
Vietnam,99100234613,1.05E+11,1.14E+11,1.23E+11,1.34E+11,1.47E+11,1.61E+11,1.74E+11,1.84E+11,1.93E+11,2.06E+11,2.18E+11,2.32E+11,2.48E+11,2.67E+11,2.87E+11,3.07E+11,3.29E+11,3.48E+11,3.66E+11,3.90E+11,4.14E+11,4.36E+11
Vanuatu,373870461.7,385607457.8,395602466.8,398572413.2,434668674.3,439066479.3,449289945.4,471364638,491640227.7,493286181.2,522498808.6,504271397.1,478496983.8,499040922.5,518926479.8,546444384.6,592689583.1,623365280.3,663575315.8,685521363,696713847.1,705126498.6,717611361
West Bank & Gaza,,,,,6441964420,6900536432,7402059472,9179526642,11560083190,13637277345,12289715748,11500589770,11331256039,12374306196,13473737480,14962057377,14282377811,14028988557,12817945455,15502124217,15864480534,17116660781,19594339826
Samoa,594321858.6,580652414.1,579491165.3,603250231.7,587915029.1,627150372.8,672173284.2,676498213.6,691346580.4,706455537.2,755333714.4,807752105.4,842840821.3,880899122.8,921640724.4,959948648.3,978848193.4,1040737258,1051239199,1000692757,1005487663,1063590213,1067945915
Yemen,40573438789,43126925678,46666610425,48534192472,51796636206,54733179830,57270044845,60265905050,63885893908,66297925308,70396407101,73074037138,75949669661,78795806214,81926124363,86507226837,89249860065,92229402336,95931849196,99898475705,1.03E+11,87639454154,89804042203
South Africa,3.65E+11,3.61E+11,3.53E+11,3.58E+11,3.69E+11,3.81E+11,3.97E+11,4.07E+11,4.09E+11,4.19E+11,4.37E+11,4.49E+11,4.65E+11,4.79E+11,5.01E+11,5.27E+11,5.57E+11,5.86E+11,6.05E+11,5.96E+11,6.14E+11,6.34E+11,6.48E+11
"Congo, Dem. Rep.",44322410982,40589997928,36328044669,31435001973,30209037901,30420500813,30109246571,28417996160,27956444126,26762664591,24913116293,24389897745,25108854659,26509381956,28295683240,30031666177,31629645446,33609493565,35701987121,36721300313,39320760556,42019985293,45027716856
Zambia,18878567339,18871745872,18545090665,19805651277,18097326346,18621726909,19779727658,20534127969,20454918345,21406110870,22240376124,23422867636,24478305427,26178317343,28019280057,30046642802,32421437660,35129417564,37860341885,41351197328,45609628735,48500570490,51764937272
Zimbabwe,26485288628,27950397076,25430509512,25697900768,28071152977,28115512628,31028475629,31860223139,32779458094,32511380835,31516796045,31970516592,29127051360,24176887273,22772805284,21472231284,20728971060,19971673955,16442889549,17426896311,19409366309,21720130537,24014906696
